en:Andric-Most_na_Drine:0:shuff:4,cs:Andric-Most_na_Drine:0:shuff:5,extinguished,extinguish,zhasne,zhasnout,pf
en:Andric-Most_na_Drine:0:shuff:1721,cs:Andric-Most_na_Drine:0:shuff:1764,walking,walk,jde,jít,impf
en:Andric-Most_na_Drine:0:shuff:1721,cs:Andric-Most_na_Drine:0:shuff:1764,waving,wave,mává,mávat,impf
en:Andric-Most_na_Drine:0:shuff:1721,cs:Andric-Most_na_Drine:0:shuff:1764,retain,retain,udržel,udržet,pf
en:Andric-Most_na_Drine:0:shuff:1722,cs:Andric-Most_na_Drine:0:shuff:1765,watched,watch,pozorovali,pozorovat,impf
en:Andric-Most_na_Drine:0:shuff:1723,cs:Andric-Most_na_Drine:0:shuff:1766,realizing,realize,nechápali,chápat,impf
en:Andric-Most_na_Drine:0:shuff:1723,cs:Andric-Most_na_Drine:0:shuff:1766,accompanied,accompany,provázeli,provázet,impf
en:Andric-Most_na_Drine:0:shuff:1724,cs:Andric-Most_na_Drine:0:shuff:1767,express,express,vyjadřovalo,vyjadřovat,impf
en:Andric-Most_na_Drine:0:shuff:1724,cs:Andric-Most_na_Drine:0:shuff:1767,called,call,vyzývalo,vyzývat,impf
en:Andric-Most_na_Drine:0:shuff:1726,cs:Andric-Most_na_Drine:0:shuff:1770,brought,bring,přivedl,přivést,pf
en:Andric-Most_na_Drine:0:shuff:1728,cs:Andric-Most_na_Drine:0:shuff:1772,controlled,control,Řídila,řídit,impf
en:Andric-Most_na_Drine:0:shuff:1728,cs:Andric-Most_na_Drine:0:shuff:1772,entered,enter,vstupovala,vstupovat,impf
en:Andric-Most_na_Drine:0:shuff:1728,cs:Andric-Most_na_Drine:0:shuff:1772,sent,send,posílala,posílat,impf
en:Andric-Most_na_Drine:0:shuff:1728,cs:Andric-Most_na_Drine:0:shuff:1772,praised,praise,chválila,chválit,impf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,trust,trust,Doufám,doufat,impf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,hope,hope,Doufám,doufat,impf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,sent,send,poslán,poslat,pf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,go,go,odejdu,odejít,pf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,go,go,odejdu,odejít,pf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,trust,trust,doufám,doufat,impf
en:Andric-Most_na_Drine:0:shuff:1732,cs:Andric-Most_na_Drine:0:shuff:1777,hope,hope,doufám,doufat,impf
en:Andric-Most_na_Drine:0:shuff:1733,cs:Andric-Most_na_Drine:0:shuff:1778,sell,sell,Prodal,prodat,pf
en:Andric-Most_na_Drine:0:shuff:1734,cs:Andric-Most_na_Drine:0:shuff:1779,say,say,neříkat,říkat,impf
en:Andric-Most_na_Drine:0:shuff:1734,cs:Andric-Most_na_Drine:0:shuff:1779,saying,say,neříkat,říkat,impf
en:Andric-Most_na_Drine:0:shuff:1734,cs:Andric-Most_na_Drine:0:shuff:1779,leave,leave,odjet,odjet,pf
en:Andric-Most_na_Drine:0:shuff:1736,cs:Andric-Most_na_Drine:0:shuff:1781,wait,wait,počkali,počkat,pf
en:Andric-Most_na_Drine:0:shuff:1736,cs:Andric-Most_na_Drine:0:shuff:1781,sends,send,pošle,poslat,pf
en:Andric-Most_na_Drine:0:shuff:1737,cs:Andric-Most_na_Drine:0:shuff:1782,learn,learn,učili,učit,impf
en:Andric-Most_na_Drine:0:shuff:1738,cs:Andric-Most_na_Drine:0:shuff:1783,cross,cross,přešli,přejít,pf
en:Andric-Most_na_Drine:0:shuff:1743,cs:Andric-Most_na_Drine:0:shuff:1787,sitting,sit,neseděl,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1743,cs:Andric-Most_na_Drine:0:shuff:1787,sitting,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1744,cs:Andric-Most_na_Drine:0:shuff:1788,written,write,psalo,psát,impf
en:Andric-Most_na_Drine:0:shuff:1744,cs:Andric-Most_na_Drine:0:shuff:1788,said,say,mluvilo,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:1748,cs:Andric-Most_na_Drine:0:shuff:1792,hopped,hop,poskakuje,poskakovat,impf
en:Andric-Most_na_Drine:0:shuff:1748,cs:Andric-Most_na_Drine:0:shuff:1792,see,see,neviděl,vidět,impf
en:Andric-Most_na_Drine:0:shuff:1749,cs:Andric-Most_na_Drine:0:shuff:1793,brought,bring,vedou,vést,impf
en:Andric-Most_na_Drine:0:shuff:1750,cs:Andric-Most_na_Drine:0:shuff:1794,gave,give,dodával,dodávat,impf
en:Andric-Most_na_Drine:0:shuff:1752,cs:Andric-Most_na_Drine:0:shuff:1796,disappeared,disappear,zmizelo,zmizet,pf
en:Andric-Most_na_Drine:0:shuff:1752,cs:Andric-Most_na_Drine:0:shuff:1796,went,go,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:1752,cs:Andric-Most_na_Drine:0:shuff:1796,commenced,commence,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:1752,cs:Andric-Most_na_Drine:0:shuff:1796,calling,call,říkal,říkat,impf
en:Andric-Most_na_Drine:0:shuff:1752,cs:Andric-Most_na_Drine:0:shuff:1796,surrounded,surround,obklopovalo,obklopovat,impf
en:Andric-Most_na_Drine:0:shuff:1753,cs:Andric-Most_na_Drine:0:shuff:1797,remained,remain,zůstal,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:1759,cs:Andric-Most_na_Drine:0:shuff:1802,thrown,throw,vrhlo,vrhnout,pf
en:Andric-Most_na_Drine:0:shuff:1760,cs:Andric-Most_na_Drine:0:shuff:1803,found,find,našlo,najít,pf
en:Andric-Most_na_Drine:0:shuff:1762,cs:Andric-Most_na_Drine:0:shuff:1805,filled,fill,naplnilo,naplnit,pf
en:Andric-Most_na_Drine:0:shuff:1762,cs:Andric-Most_na_Drine:0:shuff:1805,began,begin,začalo,začít,pf
en:Andric-Most_na_Drine:0:shuff:1763,cs:Andric-Most_na_Drine:0:shuff:1806,arose,arise,vznikla,vzniknout,pf
en:Andric-Most_na_Drine:0:shuff:1763,cs:Andric-Most_na_Drine:0:shuff:1806,create,create,vytvářet,vytvářet,impf
en:Andric-Most_na_Drine:0:shuff:1768,cs:Andric-Most_na_Drine:0:shuff:1811,mingled,mingle,mísily,mísit,impf
en:Andric-Most_na_Drine:0:shuff:1769,cs:Andric-Most_na_Drine:0:shuff:1812,fell,fall,padaly,padat,impf
en:Andric-Most_na_Drine:0:shuff:1769,cs:Andric-Most_na_Drine:0:shuff:1812,shouting,shout,křičely,křičet,impf
en:Andric-Most_na_Drine:0:shuff:1772,cs:Andric-Most_na_Drine:0:shuff:1815,lifted,lift,zvedali,zvedat,impf
en:Andric-Most_na_Drine:0:shuff:1774,cs:Andric-Most_na_Drine:0:shuff:1817,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:1774,cs:Andric-Most_na_Drine:0:shuff:1817,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1775,cs:Andric-Most_na_Drine:0:shuff:1818,listened,listen,poslouchá,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:1775,cs:Andric-Most_na_Drine:0:shuff:1818,watching,watch,dívá,dívat,impf
en:Andric-Most_na_Drine:0:shuff:1775,cs:Andric-Most_na_Drine:0:shuff:1818,swarming,swarm,hemží,hemžit,impf
en:Andric-Most_na_Drine:0:shuff:1776,cs:Andric-Most_na_Drine:0:shuff:1819,married,marry,oženil,oženit,pf
en:Andric-Most_na_Drine:0:shuff:1777,cs:Andric-Most_na_Drine:0:shuff:1820,passed,pass,plynuly,plynout,impf
en:Andric-Most_na_Drine:0:shuff:1777,cs:Andric-Most_na_Drine:0:shuff:1820,came,come,přišel,přijít,pf
en:Andric-Most_na_Drine:0:shuff:1778,cs:Andric-Most_na_Drine:0:shuff:1821,came,come,přijeli,přijet,pf
en:Andric-Most_na_Drine:0:shuff:1779,cs:Andric-Most_na_Drine:0:shuff:1822,seated,seat,posadili,posadit,pf
en:Andric-Most_na_Drine:0:shuff:1779,cs:Andric-Most_na_Drine:0:shuff:1822,led,lead,vezli,vézt,impf
en:Andric-Most_na_Drine:0:shuff:1780,cs:Andric-Most_na_Drine:0:shuff:1823,loaded,load,nakládaly,nakládat,impf
en:Andric-Most_na_Drine:0:shuff:1781,cs:Andric-Most_na_Drine:0:shuff:1824,showed,show,dokazuje,dokazovat,impf
en:Andric-Most_na_Drine:0:shuff:1781,cs:Andric-Most_na_Drine:0:shuff:1824,struggled,struggle,zápasili,zápasit,impf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,await,await,čekat,čekat,impf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,uprchl,uprchnout,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,uprchl,uprchnout,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,go,go,odejít,odejít,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,uprchnout,uprchnout,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,uprchnout,uprchnout,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,utekl,utéci,pf
en:Andric-Most_na_Drine:0:shuff:1782,cs:Andric-Most_na_Drine:0:shuff:1825,fled,flee,utekl,utéci,pf
en:Andric-Most_na_Drine:0:shuff:1783,cs:Andric-Most_na_Drine:0:shuff:1826,come,come,přešel,přejít,pf
en:Andric-Most_na_Drine:0:shuff:1783,cs:Andric-Most_na_Drine:0:shuff:1826,passed,pass,přešel,přejít,pf
en:Andric-Most_na_Drine:0:shuff:1783,cs:Andric-Most_na_Drine:0:shuff:1826,passed,pass,strávil,strávit,pf
en:Andric-Most_na_Drine:0:shuff:1784,cs:Andric-Most_na_Drine:0:shuff:1827,do,do,dělat,dělat,impf
en:Andric-Most_na_Drine:0:shuff:1784,cs:Andric-Most_na_Drine:0:shuff:1827,come,come,přichází,přicházet,impf
en:Andric-Most_na_Drine:0:shuff:1785,cs:Andric-Most_na_Drine:0:shuff:1828,work,work,pracují,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:1788,cs:Andric-Most_na_Drine:0:shuff:1831,explained,explain,vysvětluje,vysvětlovat,impf
en:Andric-Most_na_Drine:0:shuff:1788,cs:Andric-Most_na_Drine:0:shuff:1831,speaking,speak,mluví,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:1791,cs:Andric-Most_na_Drine:0:shuff:1833,controlled,control,řídil,řídit,impf
en:Andric-Most_na_Drine:0:shuff:1791,cs:Andric-Most_na_Drine:0:shuff:1833,worked,work,dělá,dělat,impf
en:Andric-Most_na_Drine:0:shuff:1791,cs:Andric-Most_na_Drine:0:shuff:1833,spoke,speak,říká,říkat,impf
en:Andric-Most_na_Drine:0:shuff:1791,cs:Andric-Most_na_Drine:0:shuff:1833,wrote,write,píše,psát,impf
en:Andric-Most_na_Drine:0:shuff:1793,cs:Andric-Most_na_Drine:0:shuff:1835,seemed,seem,zdá,zdát,impf
en:Andric-Most_na_Drine:0:shuff:1798,cs:Andric-Most_na_Drine:0:shuff:1841,built,build,postaven,postavit,pf
en:Andric-Most_na_Drine:0:shuff:1799,cs:Andric-Most_na_Drine:0:shuff:1842,washed,wash,omýván,omývat,impf
en:Andric-Most_na_Drine:0:shuff:1799,cs:Andric-Most_na_Drine:0:shuff:1842,shone,shine,zářil,zářit,impf
en:Andric-Most_na_Drine:0:shuff:1802,cs:Andric-Most_na_Drine:0:shuff:1845,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1802,cs:Andric-Most_na_Drine:0:shuff:1845,smoked,smoke,kouří,kouřit,impf
en:Andric-Most_na_Drine:0:shuff:1802,cs:Andric-Most_na_Drine:0:shuff:1845,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1803,cs:Andric-Most_na_Drine:0:shuff:1846,accommodating,accommodate,přizpůsobují,přizpůsobovat,impf
en:Andric-Most_na_Drine:0:shuff:1804,cs:Andric-Most_na_Drine:0:shuff:1847,felt,feel,cítí,cítit,impf
en:Andric-Most_na_Drine:0:shuff:1805,cs:Andric-Most_na_Drine:0:shuff:1848,heard,hear,slyšet,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:1808,cs:Andric-Most_na_Drine:0:shuff:1851,seemed,seem,zdálo,zdát,impf
en:Andric-Most_na_Drine:0:shuff:1809,cs:Andric-Most_na_Drine:0:shuff:1852,notice,notice,nepozorovali,pozorovat,impf
en:Andric-Most_na_Drine:0:shuff:1809,cs:Andric-Most_na_Drine:0:shuff:1852,finished,finish,skončila,skončit,pf
en:Andric-Most_na_Drine:0:shuff:1810,cs:Andric-Most_na_Drine:0:shuff:1853,mingled,mingle,mísila,mísit,impf
en:Andric-Most_na_Drine:0:shuff:1814,cs:Andric-Most_na_Drine:0:shuff:1859,driven,drive,nutila,nutit,impf
en:Andric-Most_na_Drine:0:shuff:1814,cs:Andric-Most_na_Drine:0:shuff:1859,follows,follow,hledat,hledat,impf
en:Andric-Most_na_Drine:0:shuff:1814,cs:Andric-Most_na_Drine:0:shuff:1859,search,search,hledat,hledat,impf
en:Andric-Most_na_Drine:0:shuff:1815,cs:Andric-Most_na_Drine:0:shuff:1860,revealed,reveal,ukázal,ukázat,pf
en:Andric-Most_na_Drine:0:shuff:1816,cs:Andric-Most_na_Drine:0:shuff:1861,see,see,spatřit,spatřit,pf
en:Andric-Most_na_Drine:0:shuff:1817,cs:Andric-Most_na_Drine:0:shuff:1862,sat,sit,Posadila,posadit,pf
en:Andric-Most_na_Drine:0:shuff:1818,cs:Andric-Most_na_Drine:0:shuff:1863,wept,weep,Plakala,plakat,impf
en:Andric-Most_na_Drine:0:shuff:1821,cs:Andric-Most_na_Drine:0:shuff:1866,remained,remain,zůstal,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:1822,cs:Andric-Most_na_Drine:0:shuff:1867,introduced,introduce,zavedly,zavést,pf
en:Andric-Most_na_Drine:0:shuff:1822,cs:Andric-Most_na_Drine:0:shuff:1867,accorded,accord,odpovídal,odpovídat,impf
en:Andric-Most_na_Drine:0:shuff:1824,cs:Andric-Most_na_Drine:0:shuff:1869,Built,build,postavit,postavit,pf
en:Andric-Most_na_Drine:0:shuff:1825,cs:Andric-Most_na_Drine:0:shuff:1870,shone,shine,vyzařoval,vyzařovat,impf
en:Andric-Most_na_Drine:0:shuff:1826,cs:Andric-Most_na_Drine:0:shuff:1871,watch,watch,hlídat,hlídat,impf
en:Andric-Most_na_Drine:0:shuff:1826,cs:Andric-Most_na_Drine:0:shuff:1871,shut,shut,zavřeli,zavřít,pf
en:Andric-Most_na_Drine:0:shuff:1829,cs:Andric-Most_na_Drine:0:shuff:1875,maintaining,maintain,udržet,udržet,pf
en:Andric-Most_na_Drine:0:shuff:1829,cs:Andric-Most_na_Drine:0:shuff:1875,increase,increase,zvyšoval,zvyšovat,impf
en:Andric-Most_na_Drine:0:shuff:1830,cs:Andric-Most_na_Drine:0:shuff:1876,continued,continue,pokračovali,pokračovat,impf
en:Andric-Most_na_Drine:0:shuff:1830,cs:Andric-Most_na_Drine:0:shuff:1876,continued,continue,zůstali,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:1830,cs:Andric-Most_na_Drine:0:shuff:1876,remained,remain,zůstali,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:1830,cs:Andric-Most_na_Drine:0:shuff:1876,understand,understand,pochopit,pochopit,pf
en:Andric-Most_na_Drine:0:shuff:1831,cs:Andric-Most_na_Drine:0:shuff:1877,arrived,arrive,přišel,přijít,pf
en:Andric-Most_na_Drine:0:shuff:1831,cs:Andric-Most_na_Drine:0:shuff:1877,find,find,našli,najít,pf
en:Andric-Most_na_Drine:0:shuff:1831,cs:Andric-Most_na_Drine:0:shuff:1877,extracted,extract,vytáhli,vytáhnout,pf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,sat,sit,usedl,usednout,pf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,sitting,sit,usedl,usednout,pf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,sat,sit,sedělo,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,sitting,sit,sedělo,sedět,impf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,hear,hear,neposlouchal,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,called,call,nazývá,nazývat,impf
en:Andric-Most_na_Drine:0:shuff:1834,cs:Andric-Most_na_Drine:0:shuff:1880,called,call,přijít,přijít,pf
en:Andric-Most_na_Drine:0:shuff:1836,cs:Andric-Most_na_Drine:0:shuff:1882,opened,open,Otevíraly,otevírat,impf
en:Andric-Most_na_Drine:0:shuff:1836,cs:Andric-Most_na_Drine:0:shuff:1882,dreamed,dream,snil,snít,impf
en:Andric-Most_na_Drine:0:shuff:1837,cs:Andric-Most_na_Drine:0:shuff:1883,seemed,seem,Zdálo,zdát,impf
en:Andric-Most_na_Drine:0:shuff:1837,cs:Andric-Most_na_Drine:0:shuff:1883,carrying,carry,má,mít,impf
en:Andric-Most_na_Drine:0:shuff:1840,cs:Andric-Most_na_Drine:0:shuff:1885,remained,remain,zůstalo,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:1843,cs:Andric-Most_na_Drine:0:shuff:1888,changing,change,mění,měnit,impf
en:Andric-Most_na_Drine:0:shuff:1845,cs:Andric-Most_na_Drine:0:shuff:1890,developed,develop,rozvine,rozvinout,pf
en:Andric-Most_na_Drine:0:shuff:1846,cs:Andric-Most_na_Drine:0:shuff:1891,meant,mean,neznamenají,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:1848,cs:Andric-Most_na_Drine:0:shuff:1892,hit,hit,postihla,postihnout,pf
en:Andric-Most_na_Drine:0:shuff:1849,cs:Andric-Most_na_Drine:0:shuff:1893,began,begin,začaly,začít,pf
en:Andric-Most_na_Drine:0:shuff:1850,cs:Andric-Most_na_Drine:0:shuff:1894,weep,weep,Plakala,plakat,impf
en:Andric-Most_na_Drine:0:shuff:1850,cs:Andric-Most_na_Drine:0:shuff:1894,read,read,četla,číst,impf
en:Andric-Most_na_Drine:0:shuff:1851,cs:Andric-Most_na_Drine:0:shuff:1895,ceased,cease,přerušilo,přerušit,pf
en:Andric-Most_na_Drine:0:shuff:1851,cs:Andric-Most_na_Drine:0:shuff:1895,seen,see,viděli,vidět,impf
en:Andric-Most_na_Drine:0:shuff:1853,cs:Andric-Most_na_Drine:0:shuff:1897,translated,translate,překládal,překládat,impf
en:Andric-Most_na_Drine:0:shuff:1854,cs:Andric-Most_na_Drine:0:shuff:1898,tell,tell,povědět,povědět,pf
en:Andric-Most_na_Drine:0:shuff:1857,cs:Andric-Most_na_Drine:0:shuff:1900,brought,bring,přinesli,přinést,pf
en:Andric-Most_na_Drine:0:shuff:1861,cs:Andric-Most_na_Drine:0:shuff:1903,hurt,hurt,bolí,bolet,impf
en:Andric-Most_na_Drine:0:shuff:1862,cs:Andric-Most_na_Drine:0:shuff:1904,see,see,vidím,vidět,impf
en:Andric-Most_na_Drine:0:shuff:1863,cs:Andric-Most_na_Drine:0:shuff:1905,come,come,Přišel,přijít,pf
en:Andric-Most_na_Drine:0:shuff:1863,cs:Andric-Most_na_Drine:0:shuff:1905,said,say,říká,říkat,impf
en:Andric-Most_na_Drine:0:shuff:1863,cs:Andric-Most_na_Drine:0:shuff:1905,die,die,umřít,umřít,pf
en:Andric-Most_na_Drine:0:shuff:1870,cs:Andric-Most_na_Drine:0:shuff:1912,listened,listen,naslouchají,naslouchat,impf
en:Andric-Most_na_Drine:0:shuff:1871,cs:Andric-Most_na_Drine:0:shuff:1913,yelling,yell,řval,řvát,impf
en:Andric-Most_na_Drine:0:shuff:1872,cs:Andric-Most_na_Drine:0:shuff:1914,keep,keep,drží,držet,impf
en:Andric-Most_na_Drine:0:shuff:1872,cs:Andric-Most_na_Drine:0:shuff:1914,keep,keep,hlídá,hlídat,impf
en:Andric-Most_na_Drine:0:shuff:1872,cs:Andric-Most_na_Drine:0:shuff:1914,watch,watch,hlídá,hlídat,impf
en:Andric-Most_na_Drine:0:shuff:1876,cs:Andric-Most_na_Drine:0:shuff:1919,fished,fish,chytají,chytat,impf
en:Andric-Most_na_Drine:0:shuff:1880,cs:Andric-Most_na_Drine:0:shuff:1923,disintegrate,disintegrate,rozpadne,rozpadnout,pf
en:Andric-Most_na_Drine:0:shuff:1880,cs:Andric-Most_na_Drine:0:shuff:1923,disintegrated,disintegrate,rozpadne,rozpadnout,pf
en:Andric-Most_na_Drine:0:shuff:1880,cs:Andric-Most_na_Drine:0:shuff:1923,disintegrate,disintegrate,rozpadlo,rozpadnout,pf
en:Andric-Most_na_Drine:0:shuff:1880,cs:Andric-Most_na_Drine:0:shuff:1923,disintegrated,disintegrate,rozpadlo,rozpadnout,pf
en:Andric-Most_na_Drine:0:shuff:1881,cs:Andric-Most_na_Drine:0:shuff:1924,divide,divide,rozdělují,rozdělovat,impf
en:Andric-Most_na_Drine:0:shuff:1882,cs:Andric-Most_na_Drine:0:shuff:1925,hear,hear,Slyší,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:1884,cs:Andric-Most_na_Drine:0:shuff:1928,protected,protect,chráněn,chránit,impf
en:Andric-Most_na_Drine:0:shuff:1884,cs:Andric-Most_na_Drine:0:shuff:1928,bring,bring,přinést,přinést,pf
en:Andric-Most_na_Drine:0:shuff:1887,cs:Andric-Most_na_Drine:0:shuff:1930,appeared,appear,objevila,objevit,pf
en:Andric-Most_na_Drine:0:shuff:1888,cs:Andric-Most_na_Drine:0:shuff:1931,played,play,hrál,hrát,impf
en:Andric-Most_na_Drine:0:shuff:1890,cs:Andric-Most_na_Drine:0:shuff:1933,gathered,gather,shromažďovali,shromažďovat,impf
en:Andric-Most_na_Drine:0:shuff:1891,cs:Andric-Most_na_Drine:0:shuff:1934,observed,observe,dodržovali,dodržovat,impf
en:Andric-Most_na_Drine:0:shuff:1891,cs:Andric-Most_na_Drine:0:shuff:1934,walking,walk,procházeli,procházet,impf
en:Andric-Most_na_Drine:0:shuff:1891,cs:Andric-Most_na_Drine:0:shuff:1934,looking,look,hledali,hledat,impf
en:Andric-Most_na_Drine:0:shuff:1893,cs:Andric-Most_na_Drine:0:shuff:1936,changed,change,nezměnilo,změnit,pf
en:Andric-Most_na_Drine:0:shuff:1894,cs:Andric-Most_na_Drine:0:shuff:1937,worked,work,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:1894,cs:Andric-Most_na_Drine:0:shuff:1937,amused,amuse,bavilo,bavit,impf
en:Andric-Most_na_Drine:0:shuff:1895,cs:Andric-Most_na_Drine:0:shuff:1938,arrived,arrive,přišlo,přijít,pf
en:Andric-Most_na_Drine:0:shuff:1897,cs:Andric-Most_na_Drine:0:shuff:1940,began,begin,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:1898,cs:Andric-Most_na_Drine:0:shuff:1941,provoked,provoke,Vyvolalo,vyvolat,pf
en:Andric-Most_na_Drine:0:shuff:1901,cs:Andric-Most_na_Drine:0:shuff:1944,felt,feel,cítit,cítit,impf
en:Andric-Most_na_Drine:0:shuff:1902,cs:Andric-Most_na_Drine:0:shuff:1945,noticed,notice,nevšimli,všimnout,pf
en:Andric-Most_na_Drine:0:shuff:1905,cs:Andric-Most_na_Drine:0:shuff:1947,came,come,přicházeli,přicházet,impf
en:Andric-Most_na_Drine:0:shuff:1906,cs:Andric-Most_na_Drine:0:shuff:1948,pass,pass,přecházela,přecházet,impf
en:Andric-Most_na_Drine:0:shuff:1906,cs:Andric-Most_na_Drine:0:shuff:1948,crossing,cross,přecházela,přecházet,impf
en:Andric-Most_na_Drine:0:shuff:1907,cs:Andric-Most_na_Drine:0:shuff:1949,go,go,šel,jít,impf
en:Andric-Most_na_Drine:0:shuff:1907,cs:Andric-Most_na_Drine:0:shuff:1949,gathered,gather,shromáždili,shromáždit,pf
en:Andric-Most_na_Drine:0:shuff:1907,cs:Andric-Most_na_Drine:0:shuff:1949,listening,listen,naslouchají,naslouchat,impf
en:Andric-Most_na_Drine:0:shuff:1910,cs:Andric-Most_na_Drine:0:shuff:1952,seemed,seem,Zdá,zdát,impf
en:Andric-Most_na_Drine:0:shuff:1910,cs:Andric-Most_na_Drine:0:shuff:1952,demanded,demand,vyžadovaly,vyžadovat,impf
en:Andric-Most_na_Drine:0:shuff:1914,cs:Andric-Most_na_Drine:0:shuff:1956,went,go,šel,jít,impf
en:Andric-Most_na_Drine:0:shuff:1916,cs:Andric-Most_na_Drine:0:shuff:1958,left,leave,odešli,odejít,pf
en:Andric-Most_na_Drine:0:shuff:1916,cs:Andric-Most_na_Drine:0:shuff:1958,decided,decide,rozhodl,rozhodnout,pf
en:Andric-Most_na_Drine:0:shuff:1916,cs:Andric-Most_na_Drine:0:shuff:1958,cross,cross,přejde,přejít,pf
en:Andric-Most_na_Drine:0:shuff:1916,cs:Andric-Most_na_Drine:0:shuff:1958,come,come,přejde,přejít,pf
en:Andric-Most_na_Drine:0:shuff:1916,cs:Andric-Most_na_Drine:0:shuff:1958,come,come,pocházela,pocházet,impf
en:Andric-Most_na_Drine:0:shuff:1917,cs:Andric-Most_na_Drine:0:shuff:1959,left,leave,opustil,opustit,pf
en:Andric-Most_na_Drine:0:shuff:1918,cs:Andric-Most_na_Drine:0:shuff:1960,fed,feed,krmí,krmit,impf
en:Andric-Most_na_Drine:0:shuff:1918,cs:Andric-Most_na_Drine:0:shuff:1960,dressed,dress,obléká,oblékat,impf
en:Andric-Most_na_Drine:0:shuff:1919,cs:Andric-Most_na_Drine:0:shuff:1961,served,serve,sloužil,sloužit,impf
en:Andric-Most_na_Drine:0:shuff:1919,cs:Andric-Most_na_Drine:0:shuff:1961,experience,experience,zažil,zažít,pf
en:Andric-Most_na_Drine:0:shuff:1919,cs:Andric-Most_na_Drine:0:shuff:1961,raised,raise,pozvedl,pozvednout,pf
en:Andric-Most_na_Drine:0:shuff:1920,cs:Andric-Most_na_Drine:0:shuff:1962,follow,follow,sledovat,sledovat,impf
en:Andric-Most_na_Drine:0:shuff:1920,cs:Andric-Most_na_Drine:0:shuff:1962,forgotten,forget,zapomenout,zapomenout,pf
en:Andric-Most_na_Drine:0:shuff:1920,cs:Andric-Most_na_Drine:0:shuff:1962,left,leave,zapomenout,zapomenout,pf
en:Andric-Most_na_Drine:0:shuff:1920,cs:Andric-Most_na_Drine:0:shuff:1962,left,leave,zanechal,zanechat,pf
en:Andric-Most_na_Drine:0:shuff:1922,cs:Andric-Most_na_Drine:0:shuff:1964,began,begin,začala,začít,pf
